No Records;Hazards;No hazards;Total deaths;Total affected;Total damages;Time lag;Spatial overlap
1;"[""fl""]";1;;2500.0;;91.0;0.5
1;"[""fl""]";1;16.0;25000.0;28098.0;91.0;0.5
1;"[""fl""]";1;3.0;97000.0;3306.0;91.0;0.5
1;"[""fl""]";1;104.0;450109.0;40493.0;91.0;0.5
1;"[""eq""]";1;4.0;3965.0;;91.0;0.5
1;"[""fl""]";1;5.0;31000.0;;91.0;0.5
1;"[""ew""]";1;17.0;;;91.0;0.5
1;"[""vo""]";1;;22770.0;18139.0;91.0;0.5
1;"[""ls""]";1;16.0;;;91.0;0.5
1;"[""fl""]";1;310.0;1570270.0;138835.0;91.0;0.5
5;"[""fl"", ""ew"", ""ew"", ""hw"", ""ew""]";5;;;;91.0;0.5
1;"[""ew""]";1;;295355.0;484.0;91.0;0.5
1;"[""fl""]";1;9.0;220000.0;;91.0;0.5
1;"[""fl""]";1;2.0;3500.0;;91.0;0.5
1;"[""fl""]";1;;10000.0;;91.0;0.5
1;"[""fl""]";1;100.0;175763.0;1653.0;91.0;0.5
3;"[""eq"", ""fl"", ""ew""]";3;12.0;18439.0;;91.0;0.5
1;"[""ew""]";1;;2500.0;;91.0;0.5
1;"[""ew""]";1;;;;91.0;0.5
1;"[""fl""]";1;;3000.0;;91.0;0.5
7;"[""ew"", ""fl"", ""fl"", ""fl"", ""ew"", ""ew"", ""ew""]";7;;;5510418.0;91.0;0.5
1;"[""fl""]";1;;2190.0;;91.0;0.5
3;"[""ew"", ""fl"", ""fl""]";3;;700600.0;;91.0;0.5
1;"[""fl""]";1;;4000.0;;91.0;0.5
1;"[""dr""]";1;;1000000.0;;91.0;0.5
2;"[""fl"", ""dr""]";2;;1969182.0;;91.0;0.5
1;"[""fl""]";1;;1200.0;;91.0;0.5
4;"[""fl"", ""fl"", ""fl"", ""fl""]";4;;;;91.0;0.5
1;"[""ew""]";1;7.0;1215.0;826397.0;91.0;0.5
1;"[""ew""]";1;;630.0;;91.0;0.5
1;"[""fl""]";1;2.0;;165279.0;91.0;0.5
1;"[""ew"", ""fl"", ""ls""]";3;80.0;650200.0;1322236.0;91.0;0.5
1;"[""fl""]";1;;1000.0;;91.0;0.5
2;"[""ew"", ""fl""]";2;;;;91.0;0.5
1;"[""fl""]";1;10.0;;;91.0;0.5
1;"[""ew""]";1;4.0;37357.0;2325.0;91.0;0.5
1;"[""ew""]";1;2.0;1050.0;49584.0;91.0;0.5
1;"[""ew""]";1;3.0;3800.0;661118.0;91.0;0.5
3;"[""ew"", ""fl"", ""ls"", ""ls""]";4;50.0;251009.0;;91.0;0.5
1;"[""ew""]";1;13.0;3400.0;;91.0;0.5
1;"[""fl""]";1;;3000.0;;91.0;0.5
1;"[""ew""]";1;78.0;27000.0;;91.0;0.5
1;"[""cw""]";1;332.0;174.0;;91.0;0.5
1;"[""cw""]";1;21.0;;;91.0;0.5
1;"[""fl""]";1;;5000.0;;91.0;0.5
1;"[""fl""]";1;1.0;250000.0;1239596.0;91.0;0.5
1;"[""ew""]";1;;;;91.0;0.5
1;"[""ew""]";1;3.0;;17.0;91.0;0.5
1;"[""ew""]";1;2.0;;1653.0;91.0;0.5
1;"[""ew""]";1;12.0;25450.0;;91.0;0.5
1;"[""ew""]";1;30.0;20000.0;413199.0;91.0;0.5
1;"[""ew""]";1;8.0;6446.0;165.0;91.0;0.5
2;"[""fl"", ""eq""]";2;;1201200.0;;91.0;0.5
2;"[""fl"", ""fl""]";2;41.0;79300.0;;91.0;0.5
2;"[""fl"", ""cw""]";2;297.0;;;91.0;0.5
1;"[""ew""]";1;;307.0;;91.0;0.5
1;"[""ew""]";1;;360.0;6611.0;91.0;0.5
5;"[""fl"", ""ew"", ""ew"", ""hw"", ""ew""]";5;;;;91.0;0.5
1;"[""fl""]";1;;1437.0;;91.0;0.5
1;"[""ew""]";1;2.0;335.0;;91.0;0.5
1;"[""fl""]";1;;90.0;;91.0;0.5
10;"[""eq"", ""dr"", ""eq"", ""ls"", ""eq"", ""ls"", ""eq"", ""ls"", ""fl"", ""ls"", ""eq""]";11;;;;91.0;0.5
1;"[""ls""]";1;20.0;150.0;;91.0;0.5
2;"[""ls"", ""ls""]";2;;910.0;;91.0;0.5
1;"[""ew""]";1;;;33.0;91.0;0.5
1;"[""ew""]";1;;;99168.0;91.0;0.5
1;"[""fl""]";1;;200.0;;91.0;0.5
1;"[""ew""]";1;16.0;24866.0;1653.0;91.0;0.5
1;"[""fl""]";1;;6500.0;;91.0;0.5
1;"[""cw""]";1;;1850.0;;91.0;0.5
1;"[""cw""]";1;177.0;100000.0;;91.0;0.5
1;"[""ls""]";1;11.0;3366.0;;91.0;0.5
1;"[""ew""]";1;5.0;5900012.0;165279.0;91.0;0.5
1;"[""fl""]";1;;3000.0;;91.0;0.5
1;"[""ew""]";1;1.0;200.0;91709.0;91.0;0.5
1;"[""ew"", ""fl"", ""ls""]";3;290.0;1060147.0;37518.0;91.0;0.5
1;"[""ls""]";1;55.0;;;91.0;0.5
1;"[""ew""]";1;;;495838.0;91.0;0.5
1;"[""ls""]";1;9.0;600.0;;91.0;0.5
1;"[""ew""]";1;10.0;;119001.0;91.0;0.5
1;"[""fl"", ""ls""]";2;921.0;45423.0;495838.0;91.0;0.5
3;"[""ew"", ""fl"", ""ew""]";3;43.0;118192.0;103961.0;91.0;0.5
1;"[""fl""]";1;7.0;300.0;;91.0;0.5
1;"[""ls""]";1;80.0;32.0;;91.0;0.5
1;"[""fl"", ""ls""]";2;;600.0;;91.0;0.5
1;"[""fl""]";1;4.0;20000.0;;91.0;0.5
1;"[""ew""]";1;1.0;1001.0;;91.0;0.5
1;"[""fl""]";1;;4500.0;;91.0;0.5
1;"[""cw""]";1;6.0;2000.0;;91.0;0.5
1;"[""fl""]";1;;500.0;;91.0;0.5
1;"[""cw""]";1;20.0;;;91.0;0.5
1;"[""cw""]";1;10.0;;;91.0;0.5
1;"[""cw""]";1;81.0;;;91.0;0.5
1;"[""fl""]";1;;1500.0;;91.0;0.5
1;"[""cw""]";1;15.0;;;91.0;0.5
2;"[""fl"", ""cw""]";2;96.0;;;91.0;0.5
1;"[""fl""]";1;5.0;570.0;41320.0;91.0;0.5
1;"[""ew""]";1;;744.0;;91.0;0.5
1;"[""ew"", ""fl"", ""ls""]";3;6.0;54840.0;159.0;91.0;0.5
1;"[""cw""]";1;;;;91.0;0.5
1;"[""fl""]";1;;13000.0;;91.0;0.5
1;"[""cw""]";1;29.0;;;91.0;0.5
1;"[""fl""]";1;;4000.0;;91.0;0.5
1;"[""fl""]";1;;;;91.0;0.5
1;"[""ew""]";1;;1000.0;;91.0;0.5
1;"[""fl""]";1;11.0;18000.0;;91.0;0.5
1;"[""fl""]";1;15.0;300.0;3636.0;91.0;0.5
1;"[""fl"", ""ls""]";2;50.0;1946.0;74376.0;91.0;0.5
1;"[""ew""]";1;2.0;;;91.0;0.5
1;"[""ls""]";1;12.0;;;91.0;0.5
1;"[""ew""]";1;;16500.0;84788.0;91.0;0.5
1;"[""ew""]";1;;;;91.0;0.5
1;"[""ew""]";1;;;;91.0;0.5
2;"[""fl"", ""fl""]";2;;158750.0;;91.0;0.5
1;"[""ew""]";1;;3100.0;81350.0;91.0;0.5
1;"[""dr""]";1;;650000.0;61826.0;91.0;0.5
1;"[""fl""]";1;;180.0;;91.0;0.5
1;"[""dr""]";1;;220000.0;;91.0;0.5
2;"[""ew"", ""fl""]";2;22.0;;;91.0;0.5
1;"[""ew""]";1;2.0;1900.0;294.0;91.0;0.5
1;"[""eq"", ""ls""]";2;;500.0;;91.0;0.5
1;"[""ew""]";1;2.0;12.0;;91.0;0.5
1;"[""ew""]";1;;100.0;;91.0;0.5
1;"[""fl""]";1;1.0;3000.0;105706.0;91.0;0.5
1;"[""ew"", ""cw""]";2;6.0;125000.0;;91.0;0.5
1;"[""ew""]";1;;150.0;;91.0;0.5
2;"[""fl"", ""ls"", ""fl"", ""ls""]";4;36.0;2040.0;;91.0;0.5
1;"[""eq""]";1;3.0;1050.0;;91.0;0.5
1;"[""fl""]";1;25.0;27500.0;;91.0;0.5
1;"[""fl"", ""cw""]";2;28.0;179000.0;66672.0;91.0;0.5
1;"[""eq""]";1;1.0;1000.0;;91.0;0.5
1;"[""fl""]";1;11.0;4500.0;96090.0;91.0;0.5
1;"[""fl""]";1;;300.0;813.0;91.0;0.5
2;"[""fl"", ""ls"", ""fl""]";3;28.0;4000.0;;91.0;0.5
2;"[""fl"", ""eq""]";2;47.0;4643.0;;91.0;0.5
1;"[""ew""]";1;3.0;1050.0;81350.0;91.0;0.5
1;"[""fl""]";1;;600.0;;91.0;0.5
1;"[""ew"", ""fl""]";2;4.0;6.0;244049.0;91.0;0.5
1;"[""ew""]";1;6.0;;163.0;91.0;0.5
1;"[""ew""]";1;7.0;;81.0;91.0;0.5
1;"[""ew""]";1;2.0;;4881.0;91.0;0.5
1;"[""ls""]";1;10.0;;;91.0;0.5
1;"[""dr""]";1;;5000000.0;3742.0;91.0;0.5
2;"[""fl"", ""ls"", ""fl"", ""ls""]";4;29.0;6600.0;;91.0;0.5
1;"[""eq""]";1;42.0;252327.0;154564.0;91.0;0.5
1;"[""fl""]";1;;98740.0;;91.0;0.5
1;"[""fl""]";1;8.0;;;91.0;0.5
1;"[""ls""]";1;5.0;400.0;;91.0;0.5
1;"[""fl"", ""ls""]";2;40.0;2540.0;;91.0;0.5
1;"[""vo""]";1;;300.0;;91.0;0.5
1;"[""fl""]";1;;1200.0;;91.0;0.5
1;"[""vo""]";1;;;;91.0;0.5
1;"[""eq""]";1;1.0;780.0;;91.0;0.5
1;"[""fl""]";1;;2000.0;;91.0;0.5
1;"[""dr""]";1;;;737.0;91.0;0.5
1;"[""fl""]";1;4.0;800.0;;91.0;0.5
1;"[""eq"", ""ls""]";2;150.0;3513.0;;91.0;0.5
1;"[""eq""]";1;;500.0;;91.0;0.5
1;"[""eq""]";1;3.0;;;91.0;0.5
1;"[""eq"", ""ts""]";2;15.0;73451.0;2789.0;91.0;0.5
1;"[""ew""]";1;;100000000.0;;91.0;0.5
5;"[""eq"", ""fl"", ""fl"", ""ls"", ""dr"", ""fl""]";6;;52173.0;;91.0;0.5
2;"[""dr"", ""fl""]";2;;600500.0;;91.0;0.5
4;"[""fl"", ""ew"", ""fl"", ""ew"", ""fl"", ""ls""]";6;50.0;;;91.0;0.5
1;"[""fl""]";1;;520.0;4881.0;91.0;0.5
1;"[""ew""]";1;42.0;54631.0;5356.0;91.0;0.5
2;"[""fl"", ""ls"", ""fl""]";3;46.0;145008.0;2997.0;91.0;0.5
1;"[""fl""]";1;;120.0;;91.0;0.5
1;"[""fl""]";1;;630.0;;91.0;0.5
1;"[""ew""]";1;32.0;1000.0;;91.0;0.5
2;"[""fl"", ""ls"", ""fl""]";3;29.0;2780.0;;91.0;0.5
1;"[""fl""]";1;;100.0;;91.0;0.5
1;"[""ew""]";1;2.0;155.0;;91.0;0.5
1;"[""fl"", ""ls""]";2;16.0;430.0;130034.0;91.0;0.5
1;"[""fl"", ""ls""]";2;6.0;50.0;141548.0;91.0;0.5
1;"[""eq"", ""ts"", ""ls""]";3;4.0;500.0;40675.0;91.0;0.5
2;"[""ew"", ""fl""]";2;;4000.0;;91.0;0.5
1;"[""dr""]";1;;;341668.0;91.0;0.5
1;"[""fl""]";1;;200.0;;91.0;0.5
1;"[""ls""]";1;36.0;174.0;;91.0;0.5
1;"[""fl""]";1;39.0;4225.0;;91.0;0.5
1;"[""fl""]";1;19.0;;;91.0;0.5
1;"[""fl""]";1;2.0;700.0;;91.0;0.5
1;"[""ew""]";1;;1000.0;67.0;91.0;0.5
2;"[""eq"", ""ls"", ""eq"", ""ls""]";4;1050.0;97378.0;;91.0;0.5
1;"[""fl""]";1;22.0;4000.0;;91.0;0.5
2;"[""fl"", ""fl""]";2;169.0;;;91.0;0.5
1;"[""ew""]";1;1.0;12.0;6508.0;91.0;0.5
1;"[""ew""]";1;;2500.0;;91.0;0.5
1;"[""fl""]";1;7.0;1200.0;;91.0;0.5
1;"[""fl""]";1;37.0;38000.0;;91.0;0.5
2;"[""fl"", ""eq""]";2;13.0;;;91.0;0.5
1;"[""eq""]";1;1.0;100.0;;91.0;0.5
1;"[""eq"", ""ls""]";2;6.0;19156.0;569447.0;91.0;0.5
1;"[""fl""]";1;9.0;1200.0;;91.0;0.5
1;"[""fl"", ""ls""]";2;69.0;20000.0;;91.0;0.5
1;"[""fl""]";1;17.0;760.0;;91.0;0.5
3;"[""fl"", ""ew"", ""ew""]";3;47.0;;;91.0;0.5
2;"[""fl"", ""ls"", ""ls""]";3;69.0;;;91.0;0.5
1;"[""dr""]";1;;1300000.0;325398.0;91.0;0.5
1;"[""fl""]";1;;1000.0;;91.0;0.5
1;"[""dr""]";1;;100000.0;;91.0;0.5
1;"[""dr""]";1;;;;91.0;0.5
1;"[""ls""]";1;;1002.0;2440.0;91.0;0.5
1;"[""fl""]";1;9.0;1000.0;21151.0;91.0;0.5
4;"[""fl"", ""ew"", ""fl"", ""ew""]";4;46.0;;;91.0;0.5
1;"[""fl""]";1;4.0;11500.0;813.0;91.0;0.5
1;"[""fl""]";1;;20000.0;1627.0;91.0;0.5
1;"[""fl""]";1;;6000.0;;91.0;0.5
1;"[""ew""]";1;20.0;526200.0;;91.0;0.5
1;"[""ew""]";1;7.0;83.0;81350.0;91.0;0.5
1;"[""fl""]";1;;408.0;;91.0;0.5
1;"[""eq""]";1;2.0;2000.0;;91.0;0.5
1;"[""fl"", ""ls""]";2;9.0;25000.0;32540.0;91.0;0.5
1;"[""fl"", ""ls""]";2;31.0;38339.0;1627.0;91.0;0.5
1;"[""fl""]";1;;13546.0;81.0;91.0;0.5
1;"[""fl""]";1;10.0;969.0;162699.0;91.0;0.5
1;"[""fl""]";1;1.0;100.0;;91.0;0.5
1;"[""fl""]";1;3.0;1750.0;813.0;91.0;0.5
2;"[""hw"", ""ew""]";2;127.0;36.0;;91.0;0.5
1;"[""eq"", ""ls""]";2;;727.0;;91.0;0.5
1;"[""hw""]";1;14.0;;;91.0;0.5
1;"[""ew""]";1;20.0;12085.0;;91.0;0.5
1;"[""dr""]";1;;3660000.0;1968658.0;91.0;0.5
1;"[""hw""]";1;60.0;;;91.0;0.5
1;"[""fl""]";1;1.0;500.0;1354.0;91.0;0.5
1;"[""fl"", ""ls""]";2;28.0;73013.0;;91.0;0.5
1;"[""fl"", ""ls""]";2;;;;91.0;0.5
1;"[""fl""]";1;;;;91.0;0.5
2;"[""fl"", ""fl""]";2;;2200.0;;91.0;0.5
1;"[""fl""]";1;;2400.0;;91.0;0.5
1;"[""fl""]";1;;35000.0;;91.0;0.5
1;"[""fl"", ""ls""]";2;8.0;1500.0;;91.0;0.5
1;"[""eq""]";1;227.0;111300.0;488097.0;91.0;0.5
1;"[""fl""]";1;10.0;144000.0;1626990.0;91.0;0.5
1;"[""dr""]";1;;345000.0;;91.0;0.5
1;"[""ew""]";1;59.0;86682.0;;91.0;0.5
1;"[""ew""]";1;47.0;1448.0;813.0;91.0;0.5
5;"[""dr"", ""fl"", ""fl"", ""ls"", ""ls"", ""hw""]";6;;;;91.0;0.5
1;"[""cw""]";1;;200.0;;91.0;0.5
2;"[""ew"", ""dr""]";2;;;;91.0;0.5
1;"[""vo""]";1;;13000.0;;91.0;0.5
1;"[""ew""]";1;;4044.0;97619.0;91.0;0.5
1;"[""ew""]";1;4.0;;16270.0;91.0;0.5
1;"[""ew""]";1;5.0;100018.0;8135.0;91.0;0.5
1;"[""ew""]";1;1.0;;813.0;91.0;0.5
1;"[""ew""]";1;7.0;;;91.0;0.5
1;"[""ew""]";1;7.0;13.0;162699.0;91.0;0.5
1;"[""ew""]";1;16.0;;;91.0;0.5
1;"[""ew""]";1;62.0;11000.0;9215.0;91.0;0.5
3;"[""ew"", ""fl"", ""ew""]";3;51.0;;;91.0;0.5
1;"[""ew""]";1;22.0;100000.0;8135.0;91.0;0.5
1;"[""ls"", ""fl""]";2;472.0;265865.0;;91.0;0.5
1;"[""ew""]";1;;579.0;;91.0;0.5
1;"[""ls""]";1;60.0;;;91.0;0.5
1;"[""ew""]";1;25.0;200.0;;91.0;0.5
1;"[""fl""]";1;4.0;4500.0;;91.0;0.5
1;"[""fl""]";1;1.0;200.0;;91.0;0.5
1;"[""fl""]";1;4.0;55376.0;4881.0;91.0;0.5
1;"[""fl""]";1;;1500.0;;91.0;0.5
3;"[""fl"", ""fl"", ""fl""]";3;;581113.0;230382.0;91.0;0.5
1;"[""fl""]";1;34.0;3000.0;;91.0;0.5
2;"[""fl"", ""fl""]";2;23.0;;;91.0;0.5
1;"[""fl""]";1;2.0;22519.0;;91.0;0.5
1;"[""ew""]";1;;12500.0;;91.0;0.5
1;"[""fl""]";1;10.0;2000.0;3579.0;91.0;0.5
1;"[""fl""]";1;21.0;50000.0;;91.0;0.5
1;"[""fl""]";1;4.0;3900.0;;91.0;0.5
1;"[""fl""]";1;2.0;150000.0;;91.0;0.5
1;"[""dr""]";1;;284000.0;;91.0;0.5
1;"[""fl""]";1;;20.0;481589.0;91.0;0.5
1;"[""fl""]";1;;58443.0;;91.0;0.5
1;"[""fl"", ""ls""]";2;21.0;4007.0;561312.0;91.0;0.5
1;"[""fl""]";1;1.0;301.0;472.0;91.0;0.5
1;"[""fl"", ""ls""]";2;24.0;1713.0;4614.0;91.0;0.5
1;"[""fl""]";1;;1430.0;48810.0;91.0;0.5
1;"[""fl""]";1;18.0;200000.0;3904776.0;91.0;0.5
2;"[""fl"", ""ls"", ""fl""]";3;199.0;380113.0;784210.0;91.0;0.5
1;"[""fl""]";1;;250.0;;91.0;0.5
1;"[""fl""]";1;1.0;;1627.0;91.0;0.5
1;"[""fl""]";1;39.0;200000.0;6508.0;91.0;0.5
2;"[""fl"", ""fl""]";2;582.0;42000050.0;82606.0;91.0;0.5
5;"[""dr"", ""fl"", ""fl"", ""ls"", ""fl"", ""fl""]";6;;171625257.0;;91.0;0.5
1;"[""fl""]";1;9.0;60000.0;3904776.0;91.0;0.5
1;"[""ew""]";1;4.0;1253.0;;91.0;0.5
6;"[""ew"", ""ew"", ""ew"", ""fl"", ""ew"", ""fl""]";6;155.0;927122.0;;91.0;0.5
1;"[""fl""]";1;27.0;7000.0;;91.0;0.5
1;"[""eq""]";1;;2548.0;;91.0;0.5
1;"[""fl""]";1;16.0;2500.0;;91.0;0.5
1;"[""fl""]";1;;;4881.0;91.0;0.5
1;"[""fl""]";1;29.0;2301.0;2440.0;91.0;0.5
1;"[""fl""]";1;29.0;1470000.0;163.0;91.0;0.5
7;"[""ew"", ""ew"", ""ew"", ""hw"", ""fl"", ""dr"", ""fl""]";7;;;;91.0;0.5
2;"[""fl"", ""fl""]";2;36.0;;;91.0;0.5
1;"[""fl""]";1;28.0;;;91.0;0.5
1;"[""eq""]";1;;250.0;;91.0;0.5
3;"[""fl"", ""cw"", ""cw"", ""fl""]";4;;254842.0;;91.0;0.5
1;"[""fl""]";1;;600.0;;91.0;0.5
1;"[""fl""]";1;35.0;;;91.0;0.5
1;"[""ew""]";1;3.0;7401.0;813.0;91.0;0.5
1;"[""ew"", ""ls""]";2;184.0;88625.0;6833359.0;91.0;0.5
1;"[""ls""]";1;3.0;50.0;;91.0;0.5
1;"[""dr""]";1;;;;91.0;0.5
1;"[""fl""]";1;82.0;1138200.0;38885.0;91.0;0.5
1;"[""dr""]";1;;900000.0;;91.0;0.5
7;"[""ew"", ""ew"", ""ew"", ""hw"", ""fl"", ""dr"", ""fl""]";7;;;;91.0;0.5
1;"[""ew""]";1;1.0;;32540.0;91.0;0.5
1;"[""ew""]";1;1.0;;81.0;91.0;0.5
1;"[""ew""]";1;;537.0;32540.0;91.0;0.5
1;"[""ew""]";1;;6800.0;;91.0;0.5
1;"[""eq""]";1;2.0;;813495.0;91.0;0.5
6;"[""dr"", ""fl"", ""fl"", ""ls"", ""ew"", ""fl"", ""ew""]";7;;173378041.0;;91.0;0.5
2;"[""fl"", ""fl""]";2;;3300.0;;91.0;0.5
1;"[""eq"", ""ts""]";2;4.0;4470.0;;91.0;0.5
1;"[""ew""]";1;1.0;66.0;14643.0;91.0;0.5
1;"[""fl""]";1;;1720.0;;91.0;0.5
1;"[""eq"", ""ts""]";2;2.0;200.0;;91.0;0.5
1;"[""ls""]";1;68.0;474.0;;91.0;0.5
5;"[""dr"", ""fl"", ""fl"", ""ls"", ""eq"", ""ew""]";6;;160215635.0;;91.0;0.5
1;"[""ew""]";1;;;813.0;91.0;0.5
1;"[""ls""]";1;22.0;;;91.0;0.5
1;"[""fl""]";1;10.0;;;91.0;0.5
1;"[""ew""]";1;;;1627.0;91.0;0.5
1;"[""ew""]";1;2.0;1500.0;163.0;91.0;0.5
1;"[""fl""]";1;55.0;291616.0;94365.0;91.0;0.5
1;"[""ls""]";1;122.0;;;91.0;0.5
1;"[""ew""]";1;13.0;500030.0;1041274.0;91.0;0.5
1;"[""ew""]";1;;500.0;;91.0;0.5
1;"[""fl""]";1;;750.0;;91.0;0.5
1;"[""fl""]";1;1.0;66884.0;28472.0;91.0;0.5
1;"[""ew""]";1;2.0;300.0;1627.0;91.0;0.5
1;"[""ew""]";1;;2000.0;325.0;91.0;0.5
1;"[""ew"", ""ls""]";2;;75.0;;91.0;0.5
1;"[""ew""]";1;4.0;;17897.0;91.0;0.5
1;"[""eq""]";1;;5.0;;91.0;0.5
1;"[""ew""]";1;;500.0;;91.0;0.5
1;"[""ew""]";1;1.0;13200.0;488097.0;91.0;0.5
2;"[""fl"", ""ew""]";2;;;;91.0;0.5
1;"[""ew""]";1;;300.0;1627.0;91.0;0.5
1;"[""ew"", ""fl""]";2;4.0;250.0;;91.0;0.5
1;"[""ew"", ""fl""]";2;4.0;1500.0;49.0;91.0;0.5
2;"[""ew"", ""ew""]";2;;323970.0;74842.0;91.0;0.5
1;"[""fl""]";1;20.0;200.0;;91.0;0.5
1;"[""cw""]";1;183.0;;;91.0;0.5
1;"[""cw""]";1;242.0;25062.0;;91.0;0.5
3;"[""ls"", ""fl"", ""fl""]";3;;3323920.0;;91.0;0.5
1;"[""ew""]";1;;1800.0;163.0;91.0;0.5
1;"[""ew""]";1;6.0;;;91.0;0.5
1;"[""ls""]";1;80.0;23.0;;91.0;0.5
1;"[""vo""]";1;;21500.0;;91.0;0.5
3;"[""ls"", ""fl"", ""ls"", ""ls""]";4;209.0;;;91.0;0.5
1;"[""fl""]";1;13.0;4.0;;91.0;0.5
2;"[""eq"", ""ts"", ""ls"", ""ts""]";4;;9237.0;;91.0;0.5
1;"[""fl""]";1;11.0;;;91.0;0.5
1;"[""fl""]";1;4.0;6000.0;;91.0;0.5
1;"[""fl""]";1;3.0;800.0;;91.0;0.5
1;"[""ew""]";1;3.0;5000.0;;91.0;0.5
1;"[""ew""]";1;3.0;4017.0;;91.0;0.5
1;"[""ew""]";1;3.0;9000.0;325398.0;91.0;0.5
1;"[""ew""]";1;2.0;;32540.0;91.0;0.5
1;"[""ew""]";1;7.0;;650796.0;91.0;0.5
1;"[""ew""]";1;4.0;;488097.0;91.0;0.5
1;"[""ew""]";1;11.0;;2928582.0;91.0;0.5
1;"[""ew""]";1;1.0;2.0;;91.0;0.5
1;"[""ew""]";1;1.0;;;91.0;0.5
1;"[""ew""]";1;2.0;;8135.0;91.0;0.5
1;"[""ls""]";1;70.0;2000.0;;91.0;0.5
1;"[""ew""]";1;3.0;;81.0;91.0;0.5
1;"[""ew""]";1;1.0;;;91.0;0.5
1;"[""ew""]";1;4.0;3.0;1627.0;91.0;0.5
1;"[""fl""]";1;14.0;20000.0;;91.0;0.5
1;"[""eq""]";1;;1009.0;;91.0;0.5
1;"[""fl""]";1;;1025.0;;91.0;0.5
1;"[""eq""]";1;3.0;60.0;;91.0;0.5
1;"[""vo""]";1;;128150.0;;91.0;0.5
1;"[""fl""]";1;;210.0;;91.0;0.5
1;"[""fl""]";1;;;;91.0;0.5
1;"[""fl""]";1;4.0;350.0;;91.0;0.5
1;"[""fl""]";1;;53000.0;;91.0;0.5
1;"[""ew""]";1;124.0;;;91.0;0.5
1;"[""fl""]";1;;300.0;;91.0;0.5
1;"[""ew""]";1;1.0;300.0;;91.0;0.5
1;"[""ls"", ""ls""]";2;1.0;231.0;292858.0;91.0;0.5
1;"[""ew""]";1;49.0;;;91.0;0.5
1;"[""fl""]";1;;300.0;;91.0;0.5
1;"[""fl""]";1;12.0;2000.0;;91.0;0.5
2;"[""fl"", ""ew""]";2;;1050.0;;91.0;0.5
1;"[""fl""]";1;13.0;87000.0;2603.0;91.0;0.5
1;"[""fl"", ""ls""]";2;2.0;10000.0;569447.0;91.0;0.5
1;"[""fl""]";1;10.0;75040.0;;91.0;0.5
1;"[""fl""]";1;1.0;15000.0;;91.0;0.5
1;"[""fl""]";1;80.0;15017.0;325398.0;91.0;0.5
1;"[""eq"", ""ls""]";2;;503.0;;91.0;0.5
1;"[""ew""]";1;3.0;665000.0;;91.0;0.5
1;"[""cw""]";1;60.0;200.0;;91.0;0.5
1;"[""cw""]";1;900.0;;;91.0;0.5
1;"[""fl""]";1;;;;91.0;0.5
1;"[""cw""]";1;10.0;;;91.0;0.5
1;"[""ew""]";1;1.0;11100.0;113889.0;91.0;0.5
1;"[""ew""]";1;;300.0;;91.0;0.5
1;"[""ls"", ""fl""]";2;74.0;1500.0;17897.0;91.0;0.5
1;"[""ew""]";1;;228.0;;91.0;0.5
1;"[""eq""]";1;2.0;65500.0;;91.0;0.5
1;"[""cw""]";1;700.0;50000.0;;91.0;0.5
1;"[""fl""]";1;2.0;500000.0;;91.0;0.5
1;"[""ew""]";1;13.0;;;91.0;0.5
1;"[""fl""]";1;14.0;70.0;;91.0;0.5
1;"[""ew""]";1;10.0;;;91.0;0.5
1;"[""ew""]";1;5.0;25.0;;91.0;0.5
1;"[""ew""]";1;;500.0;;91.0;0.5
1;"[""fl""]";1;;3001.0;;91.0;0.5
1;"[""fl""]";1;6.0;3000.0;;91.0;0.5
1;"[""ls""]";1;13.0;;;91.0;0.5
2;"[""ew"", ""fl"", ""ew""]";3;;;;91.0;0.5
1;"[""eq""]";1;;15015.0;;91.0;0.5
7;"[""dr"", ""fl"", ""fl"", ""ls"", ""fl"", ""fl"", ""fl"", ""ew""]";8;;166645382.0;;91.0;0.5
1;"[""fl""]";1;;;;91.0;0.5
1;"[""fl""]";1;1.0;;;91.0;0.5
2;"[""fl"", ""fl""]";2;16.0;264840.0;;91.0;0.5
1;"[""dr""]";1;;48000000.0;;91.0;0.5
1;"[""cw""]";1;15.0;;;91.0;0.5
1;"[""fl""]";1;;;;91.0;0.5
2;"[""fl"", ""fl"", ""ls""]";3;;96.0;;91.0;0.5
1;"[""fl""]";1;10.0;;;91.0;0.5
3;"[""ew"", ""fl"", ""fl""]";3;;;;91.0;0.5
1;"[""fl""]";1;3.0;600.0;;91.0;0.5
1;"[""ew""]";1;5.0;;477263.0;91.0;0.5
1;"[""ew""]";1;1.0;;80.0;91.0;0.5
1;"[""ew""]";1;;7.0;7954.0;91.0;0.5
1;"[""fl""]";1;1.0;6500.0;;91.0;0.5
1;"[""fl""]";1;;300.0;;91.0;0.5
1;"[""fl""]";1;;230.0;;91.0;0.5
2;"[""fl"", ""fl"", ""ls""]";3;;5650.0;;91.0;0.5
1;"[""fl""]";1;10.0;3700.0;;91.0;0.5
1;"[""eq""]";1;;10080.0;;91.0;0.5
2;"[""fl"", ""ls"", ""fl"", ""ls""]";4;83.0;26511.0;;91.0;0.5
1;"[""fl""]";1;8.0;27000.0;;91.0;0.5
1;"[""fl""]";1;16.0;23370.0;238631.0;91.0;0.5
2;"[""cw"", ""eq"", ""ls""]";3;79.0;;;91.0;0.5
1;"[""eq""]";1;;2502.0;;91.0;0.5
