;Records;No records;Hazards;No hazards
2003-0636-IND;"[""2003-0636-IND""]";1;"[""cw""]";1
2003-0636-BGD;"[""2003-0636-BGD""]";1;"[""cw""]";1
2003-0827-USA;"[""2003-0827-USA""]";1;"[""ew""]";1
2003-0655-MYS;"[""2003-0655-MYS""]";1;"[""fl""]";1
2003-0610-PHL;"[""2003-0610-PHL""]";1;"[""ls"", ""fl""]";2
2003-0620-TZA;"[""2003-0620-TZA""]";1;"[""fl""]";1
2003-0624-HTI;"[""2003-0624-HTI""]";1;"[""fl"", ""ls""]";2
2003-0779-BGD;"[""2003-0779-BGD""]";1;"[""ew""]";1
2003-0623-USA;"[""2003-0623-USA""]";1;"[""eq""]";1
2003-0631-ZMB;"[""2003-0631-ZMB""]";1;"[""fl""]";1
2003-0628-PAN;"[""2003-0628-PAN""]";1;"[""eq""]";1
2003-0633-USA;"[""2003-0633-USA""]";1;"[""ls""]";1
2003-0628-CRI;"[""2003-0628-CRI""]";1;"[""eq""]";1
2003-0630-IRN;"[""2003-0630-IRN""]";1;"[""eq""]";1
2004-0202-COL;"[""2004-0202-COL""]";1;"[""fl"", ""ls""]";2
2004-0031-CAN;"[""2004-0031-CAN""]";1;"[""ew"", ""cw""]";2
2004-9017-ZAF;"[""2004-9017-ZAF""]";1;"[""dr""]";1
2004-9063-PER;"[""2004-9063-PER""]";1;"[""dr"", ""cw""]";2
2004-0001-IDN;"[""2003-0593-IDN"", ""2003-0776-IDN"", ""2004-0001-IDN""]";3;"[""fl"", ""ls"", ""fl"", ""ls"", ""eq""]";5
2004-0006-BDI;"[""2004-0006-BDI""]";1;"[""ew""]";1
2004-0004-ASM;"[""2004-0004-ASM""]";1;"[""ew""]";1
2004-0004-NIU;"[""2004-0004-NIU""]";1;"[""ew""]";1
2004-0004-TON;"[""2004-0004-TON""]";1;"[""ew""]";1
2004-0740-USA;"[""2004-0740-USA""]";1;"[""cw""]";1
2004-0011-DZA;"[""2004-0011-DZA""]";1;"[""eq""]";1
2004-0012-IRQ;"[""2004-0012-IRQ""]";1;"[""fl""]";1
2004-0730-DEU;"[""2004-0730-DEU""]";1;"[""ew""]";1
2004-0091-AUS;"[""2004-0091-AUS""]";1;"[""fl""]";1
2004-0022-AFG;"[""2004-0022-AFG""]";1;"[""fl""]";1
2004-0026-TUR;"[""2004-0026-TUR""]";1;"[""ew""]";1
2004-0028-PHL;"[""2004-0028-PHL""]";1;"[""fl""]";1
2004-0061-IDN;"[""2004-0061-IDN""]";1;"[""ls"", ""fl""]";2
2004-0050-MYS;"[""2004-0050-MYS""]";1;"[""fl""]";1
2004-0029-MDG;"[""2004-0029-MDG""]";1;"[""ew"", ""fl""]";2
2004-0033-IDN;"[""2004-0033-IDN""]";1;"[""vo"", ""ls""]";2
2004-0159-NAM;"[""2004-0159-NAM""]";1;"[""fl""]";1
2004-0159-AGO;"[""2004-0159-AGO""]";1;"[""fl""]";1
2004-0159-BWA;"[""2004-0159-BWA""]";1;"[""fl""]";1
2004-0159-ZMB;"[""2004-0159-ZMB""]";1;"[""fl""]";1
2004-0087-PHL;"[""2004-0087-PHL""]";1;"[""fl"", ""ls""]";2
2004-0067-NZL;"[""2004-0067-NZL""]";1;"[""fl""]";1
2004-0741-GRC;"[""2004-0741-GRC""]";1;"[""ew""]";1
2004-0054-PAK;"[""2004-0054-PAK""]";1;"[""eq"", ""ls""]";2
2004-0084-IRN;"[""2004-0084-IRN""]";1;"[""ew""]";1
2004-0088-IDN;"[""2004-0088-IDN""]";1;"[""eq""]";1
2004-0098-IDN;"[""2004-0098-IDN""]";1;"[""fl""]";1
2004-0074-CAN;"[""2004-0074-CAN""]";1;"[""ew""]";1
2004-0105-BDI;"[""2004-0105-BDI""]";1;"[""ew""]";1
2004-0671-BDI;"[""2004-0671-BDI""]";1;"[""eq""]";1
2004-0073-MAR;"[""2004-0073-MAR""]";1;"[""eq""]";1
2004-0149-NAM;"[""2004-0159-NAM"", ""2004-0149-NAM""]";2;"[""fl"", ""fl""]";2
2004-0104-PNG;"[""2004-0104-PNG""]";1;"[""fl"", ""ls""]";2
2004-0120-KOR;"[""2004-0120-KOR""]";1;"[""ew""]";1
2004-0102-GEO;"[""2004-0102-GEO""]";1;"[""fl"", ""ls""]";2
2004-0102-TUR;"[""2004-0102-TUR""]";1;"[""fl"", ""ls""]";2
2004-0102-ARM;"[""2004-0102-ARM""]";1;"[""fl""]";1
2004-0111-BDI;"[""2004-0111-BDI""]";1;"[""fl""]";1
2004-0119-MYS;"[""2004-0119-MYS""]";1;"[""fl""]";1
2004-0108-KAZ;"[""2004-0108-KAZ""]";1;"[""ls""]";1
2004-0169-BIH;"[""2004-0169-BIH""]";1;"[""fl""]";1
2004-0126-CHN;"[""2004-0126-CHN""]";1;"[""eq""]";1
2004-0127-TUR;"[""2004-0102-TUR"", ""2004-0127-TUR""]";2;"[""fl"", ""ls"", ""eq""]";3
2004-0129-IDN;"[""2004-0129-IDN""]";1;"[""ls""]";1
2004-0145-ESP;"[""2004-0145-ESP""]";1;"[""fl""]";1
2004-0132-TUR;"[""2004-0102-TUR"", ""2004-0127-TUR"", ""2004-0132-TUR""]";3;"[""fl"", ""ls"", ""eq"", ""eq"", ""ls""]";5
2004-0146-CAN;"[""2004-0146-CAN""]";1;"[""fl""]";1
2004-0146-USA;"[""2004-0146-USA""]";1;"[""fl""]";1
2004-0164-RUS;"[""2004-0164-RUS""]";1;"[""fl""]";1
2004-0144-IDN;"[""2004-0144-IDN""]";1;"[""ew""]";1
2004-0147-TJK;"[""2004-0147-TJK""]";1;"[""eq"", ""ls""]";2
2004-0163-BIH;"[""2004-0169-BIH"", ""2004-0163-BIH""]";2;"[""fl"", ""fl"", ""ls""]";3
2004-0153-FJI;"[""2004-0153-FJI""]";1;"[""ew"", ""fl"", ""ls""]";3
2004-0152-KEN;"[""2004-0194-KEN"", ""2004-0152-KEN""]";2;"[""fl"", ""ls"", ""fl""]";3
2004-0194-KEN;"[""2004-0152-KEN"", ""2004-0194-KEN""]";2;"[""fl"", ""fl"", ""ls""]";3
2004-0156-PER;"[""2004-0156-PER""]";1;"[""ls"", ""fl""]";2
2004-0178-IND;"[""2004-0178-IND""]";1;"[""fl""]";1
2004-0172-RUS;"[""2004-0172-RUS""]";1;"[""fl""]";1
2004-0201-DZA;"[""2004-0201-DZA""]";1;"[""fl""]";1
2004-0180-SAU;"[""2004-0180-SAU""]";1;"[""fl""]";1
2004-0166-BGD;"[""2004-0166-BGD""]";1;"[""ew""]";1
2004-0328-VNM;"[""2004-0328-VNM""]";1;"[""fl""]";1
2004-0179-KGZ;"[""2004-0179-KGZ""]";1;"[""ls""]";1
2004-0173-IDN;"[""2004-0173-IDN""]";1;"[""ls""]";1
2004-0192-KGZ;"[""2004-0192-KGZ""]";1;"[""ls""]";1
2004-0680-CHN;"[""2004-0680-CHN""]";1;"[""eq""]";1
2004-0200-PER;"[""2004-0200-PER""]";1;"[""fl"", ""ls""]";2
2004-0677-CHN;"[""2004-0677-CHN""]";1;"[""ew""]";1
2004-0325-CHN;"[""2004-0325-CHN""]";1;"[""fl"", ""ls""]";2
2004-0678-BGD;"[""2004-0678-BGD""]";1;"[""ew""]";1
2004-0209-TUR;"[""2004-0209-TUR""]";1;"[""fl""]";1
2004-0244-THA;"[""2004-0244-THA""]";1;"[""ew"", ""fl"", ""ls""]";3
2004-0231-HTI;"[""2004-0231-HTI""]";1;"[""fl""]";1
2004-0231-DOM;"[""2004-0231-DOM""]";1;"[""fl"", ""ls""]";2
2004-0231-PRI;"[""2004-0231-PRI""]";1;"[""fl""]";1
2004-0233-SEN;"[""2004-0233-SEN""]";1;"[""ew""]";1
2004-0248-USA;"[""2004-0248-USA""]";1;"[""fl""]";1
2004-0234-IRN;"[""2004-0234-IRN""]";1;"[""eq"", ""ls""]";2
2004-0250-RUS;"[""2004-0250-RUS""]";1;"[""eq""]";1
2004-0251-IDN;"[""2004-0251-IDN""]";1;"[""vo""]";1
2004-0236-BRA;"[""2004-0236-BRA""]";1;"[""fl"", ""ls""]";2
2004-0252-MKD;"[""2004-0252-MKD""]";1;"[""fl""]";1
2004-0303-CHN;"[""2004-0303-CHN""]";1;"[""fl""]";1
2004-0294-FJI;"[""2004-0294-FJI""]";1;"[""fl"", ""ls""]";2
2004-0293-CHN;"[""2004-0293-CHN""]";1;"[""ls""]";1
2004-0258-VNM;"[""2004-0258-VNM""]";1;"[""ew""]";1
2004-0269-IDN;"[""2004-0269-IDN""]";1;"[""vo""]";1
2004-0321-IND;"[""2004-0321-IND""]";1;"[""fl"", ""ls""]";2
2004-0267-PHL;"[""2004-0267-PHL""]";1;"[""ew""]";1
2004-0289-NIC;"[""2004-0289-NIC""]";1;"[""ew"", ""fl""]";2
2004-0259-MEX;"[""2004-0259-MEX""]";1;"[""fl""]";1
2004-0287-CHN;"[""2004-0303-CHN"", ""2004-0287-CHN""]";2;"[""fl"", ""fl""]";2
2004-0317-BRA;"[""2004-0317-BRA""]";1;"[""fl""]";1
2004-0268-NGA;"[""2004-0268-NGA""]";1;"[""fl""]";1
2004-0274-TUR;"[""2004-0274-TUR""]";1;"[""ew""]";1
2004-0284-CHN;"[""2004-0284-CHN""]";1;"[""fl"", ""ls""]";2
2004-0298-IND;"[""2004-0298-IND""]";1;"[""fl""]";1
2004-0299-CHN;"[""2004-0303-CHN"", ""2004-0287-CHN"", ""2004-0299-CHN""]";3;"[""fl"", ""fl"", ""fl""]";3
2004-0315-NGA;"[""2004-0315-NGA""]";1;"[""fl""]";1
2004-0280-NIC;"[""2004-0289-NIC"", ""2004-0280-NIC""]";2;"[""ew"", ""fl"", ""ls""]";3
2004-0309-PHL;"[""2004-0309-PHL""]";1;"[""ew"", ""fl""]";2
2004-0312-MNP;"[""2004-0312-MNP""]";1;"[""ew""]";1
2004-0312-GUM;"[""2004-0312-GUM""]";1;"[""ew"", ""fl"", ""ls""]";3
2004-0311-PHL;"[""2004-0311-PHL""]";1;"[""fl""]";1
2004-0338-USA;"[""2004-0338-USA""]";1;"[""ew"", ""fl""]";2
2004-0309-TWN;"[""2004-0309-TWN""]";1;"[""ew"", ""fl"", ""ls""]";3
2004-0307-CHL;"[""2004-0307-CHL""]";1;"[""fl""]";1
2004-0331-CHL;"[""2004-0307-CHL"", ""2004-0331-CHL""]";2;"[""fl"", ""cw""]";2
2004-0331-PRY;"[""2004-0331-PRY""]";1;"[""cw""]";1
2004-0333-ROU;"[""2004-0333-ROU""]";1;"[""hw""]";1
2004-0352-JPN;"[""2004-0352-JPN""]";1;"[""hw""]";1
2004-0331-BRA;"[""2004-0331-BRA""]";1;"[""cw""]";1
2004-0333-ALB;"[""2004-0333-ALB""]";1;"[""hw""]";1
2004-0331-URY;"[""2004-0331-URY""]";1;"[""cw""]";1
2004-0333-MKD;"[""2004-0333-MKD""]";1;"[""hw""]";1
2004-0447-SLE;"[""2004-0447-SLE""]";1;"[""fl""]";1
2004-0308-TUR;"[""2004-0308-TUR""]";1;"[""eq""]";1
2004-0310-CHN;"[""2004-0303-CHN"", ""2004-0287-CHN"", ""2004-0310-CHN""]";3;"[""fl"", ""fl"", ""hw""]";3
2004-0298-NPL;"[""2004-0298-NPL""]";1;"[""fl"", ""ls""]";2
2004-0298-BTN;"[""2004-0298-BTN""]";1;"[""fl""]";1
2004-0336-ROU;"[""2004-0333-ROU"", ""2004-0336-ROU""]";2;"[""hw"", ""ew"", ""ls""]";3
2004-0339-JPN;"[""2004-0339-JPN""]";1;"[""fl"", ""ls""]";2
2004-0670-SVN;"[""2004-0670-SVN""]";1;"[""eq"", ""ls""]";2
2004-0675-USA;"[""2004-0675-USA""]";1;"[""fl""]";1
2004-0349-AFG;"[""2004-0349-AFG""]";1;"[""fl"", ""ls""]";2
2004-0298-PAK;"[""2004-0298-PAK""]";1;"[""fl""]";1
2004-0401-GEO;"[""2004-0401-GEO""]";1;"[""fl"", ""ls""]";2
2004-0403-MYS;"[""2004-0403-MYS""]";1;"[""ew""]";1
2004-0400-AUS;"[""2004-0400-AUS""]";1;"[""ew""]";1
2004-0679-BGD;"[""2004-0679-BGD""]";1;"[""ew""]";1
2004-0436-AFG;"[""2004-0436-AFG""]";1;"[""eq""]";1
2004-0354-VNM;"[""2004-0354-VNM""]";1;"[""fl"", ""ls""]";2
2004-0404-NZL;"[""2004-0404-NZL""]";1;"[""fl"", ""ls""]";2
2004-0388-RUS;"[""2004-0388-RUS""]";1;"[""ew""]";1
2004-0356-ROU;"[""2004-0333-ROU"", ""2004-0336-ROU"", ""2004-0356-ROU""]";3;"[""hw"", ""ew"", ""ls"", ""ew""]";4
2004-0381-PRK;"[""2004-0381-PRK""]";1;"[""fl""]";1
2004-0361-SPI;"[""2004-0361-SPI""]";1;"[""hw""]";1
2004-0361-ESP;"[""2004-0361-ESP""]";1;"[""hw""]";1
2004-0369-SVK;"[""2004-0369-SVK""]";1;"[""fl"", ""ls""]";2
2004-0369-HUN;"[""2004-0369-HUN""]";1;"[""fl""]";1
2004-0369-POL;"[""2004-0369-POL""]";1;"[""fl""]";1
2004-0365-ROU;"[""2004-0333-ROU"", ""2004-0336-ROU"", ""2004-0356-ROU"", ""2004-0365-ROU""]";4;"[""hw"", ""ew"", ""ls"", ""ew"", ""fl"", ""ls""]";6
2004-9332-CUB;"[""2004-9332-CUB""]";1;"[""dr""]";1
2004-0734-IND;"[""2004-0734-IND""]";1;"[""fl""]";1
2004-0734-PAK;"[""2004-0734-PAK""]";1;"[""fl""]";1
2004-0387-KGZ;"[""2004-0387-KGZ""]";1;"[""ls""]";1
2004-0412-CHN;"[""2004-0412-CHN""]";1;"[""ew""]";1
2004-0441-THA;"[""2004-0441-THA""]";1;"[""fl""]";1
2004-0398-ZAF;"[""2004-0398-ZAF""]";1;"[""fl""]";1
2004-0402-NGA;"[""2004-0413-NGA"", ""2004-0402-NGA""]";2;"[""fl"", ""fl""]";2
2004-0413-NGA;"[""2004-0402-NGA"", ""2004-0413-NGA""]";2;"[""fl"", ""fl""]";2
2004-0406-CHN;"[""2004-0406-CHN""]";1;"[""eq""]";1
2004-0415-JAM;"[""2004-0415-JAM""]";1;"[""ew"", ""fl""]";2
2004-0415-CYM;"[""2004-0415-CYM""]";1;"[""ew"", ""fl""]";2
2004-0415-CUB;"[""2004-0415-CUB""]";1;"[""ew""]";1
2004-0428-KOR;"[""2004-0428-KOR""]";1;"[""ew"", ""fl"", ""ls""]";3
2004-0381-KOR;"[""2004-0381-KOR""]";1;"[""fl"", ""ls""]";2
2004-0423-GBR;"[""2004-0423-GBR""]";1;"[""fl""]";1
2004-0424-TUR;"[""2004-0424-TUR""]";1;"[""fl""]";1
2004-0428-JPN;"[""2004-0428-JPN""]";1;"[""ew""]";1
2004-0426-COL;"[""2004-0426-COL""]";1;"[""eq""]";1
2004-0435-CHN;"[""2004-0412-CHN"", ""2004-0435-CHN""]";2;"[""ew"", ""ew"", ""fl""]";3
2004-0434-NGA;"[""2004-0434-NGA""]";1;"[""fl""]";1
2004-0435-JPN;"[""2004-0435-JPN""]";1;"[""ew""]";1
2004-0735-KHM;"[""2004-0735-KHM""]";1;"[""fl""]";1
2004-0435-TWN;"[""2004-0435-TWN""]";1;"[""ew"", ""ls"", ""fl""]";3
2004-0462-BHS;"[""2004-0462-BHS""]";1;"[""ew""]";1
2004-0435-PHL;"[""2004-0435-PHL""]";1;"[""ew"", ""fl"", ""ls""]";3
2004-0448-USA;"[""2004-0448-USA""]";1;"[""ew"", ""fl""]";2
2004-0445-JPN;"[""2004-0428-JPN"", ""2004-0435-JPN"", ""2004-0445-JPN""]";3;"[""ew"", ""ew"", ""ew"", ""fl""]";4
2004-0445-GUM;"[""2004-0445-GUM""]";1;"[""ew""]";1
2004-0455-PRI;"[""2004-0455-PRI""]";1;"[""ew""]";1
2004-0455-TCA;"[""2004-0455-TCA""]";1;"[""ew""]";1
2004-9704-PRT;"[""2004-9704-PRT""]";1;"[""dr""]";1
2004-0457-CHN;"[""2004-0406-CHN"", ""2004-0457-CHN""]";2;"[""eq"", ""fl"", ""ls""]";3
2004-0455-DOM;"[""2004-0455-DOM""]";1;"[""ew""]";1
2004-0455-BHS;"[""2004-0455-BHS""]";1;"[""ew""]";1
2004-0463-IDN;"[""2004-0463-IDN""]";1;"[""vo""]";1
2004-0459-KOR;"[""2004-0459-KOR""]";1;"[""ew""]";1
2004-0571-CHN;"[""2004-0571-CHN""]";1;"[""eq""]";1
2004-0462-LCA;"[""2004-0462-LCA""]";1;"[""ew""]";1
2004-0502-USA;"[""2004-0502-USA""]";1;"[""ew""]";1
2004-0462-GRD;"[""2004-0462-GRD""]";1;"[""ew""]";1
2004-0462-VEN;"[""2004-0462-VEN""]";1;"[""ew""]";1
2004-0462-VCT;"[""2004-0462-VCT""]";1;"[""ew""]";1
2004-0462-TTO;"[""2004-0462-TTO""]";1;"[""ew""]";1
2004-0462-DOM;"[""2004-0462-DOM""]";1;"[""ew""]";1
2004-0500-KOR;"[""2004-0500-KOR""]";1;"[""fl""]";1
2004-0500-PRK;"[""2004-0500-PRK""]";1;"[""fl""]";1
2004-0462-CYM;"[""2004-0462-CYM""]";1;"[""ew""]";1
2004-0472-VNM;"[""2004-0472-VNM""]";1;"[""ls""]";1
2004-0473-VIR;"[""2004-0473-VIR""]";1;"[""ew""]";1
2004-0501-THA;"[""2004-0501-THA""]";1;"[""fl""]";1
2004-0462-USA;"[""2004-0448-USA"", ""2004-0502-USA"", ""2004-0462-USA""]";3;"[""ew"", ""fl"", ""ew"", ""ew"", ""ls"", ""fl""]";6
2004-0473-HTI;"[""2004-0473-HTI""]";1;"[""ew"", ""fl"", ""ls""]";3
2004-0476-PAN;"[""2004-0476-PAN""]";1;"[""fl"", ""ls""]";2
2004-0489-IND;"[""2004-0489-IND""]";1;"[""fl""]";1
2004-0473-USA;"[""2004-0448-USA"", ""2004-0502-USA"", ""2004-0462-USA"", ""2004-0473-USA""]";4;"[""ew"", ""fl"", ""ew"", ""ew"", ""ls"", ""fl"", ""ew""]";7
2004-0494-GNB;"[""2004-0494-GNB""]";1;"[""fl""]";1
2004-0499-SOM;"[""2004-0499-SOM""]";1;"[""fl""]";1
2004-9576-BOL;"[""2004-9576-BOL""]";1;"[""dr""]";1
2004-0610-PNG;"[""2004-0610-PNG""]";1;"[""vo""]";1
2004-0540-UGA;"[""2004-0540-UGA""]";1;"[""fl""]";1
2004-0511-JPN;"[""2004-0511-JPN""]";1;"[""ew"", ""fl""]";2
2004-0520-COL;"[""2004-0520-COL""]";1;"[""fl"", ""ls""]";2
2004-0524-JPN;"[""2004-0524-JPN""]";1;"[""ew"", ""ls"", ""fl""]";3
2004-0522-CHN;"[""2004-0522-CHN""]";1;"[""eq""]";1
2004-0547-THA;"[""2004-0547-THA""]";1;"[""ls""]";1
2004-0537-AUS;"[""2004-0537-AUS""]";1;"[""fl""]";1
2004-0535-TWN;"[""2004-0535-TWN""]";1;"[""ew"", ""fl""]";2
2004-0534-PAN;"[""2004-0534-PAN""]";1;"[""fl""]";1
2004-0541-CAF;"[""2004-0541-CAF""]";1;"[""fl""]";1
2004-0596-IRL;"[""2004-0596-IRL""]";1;"[""ew"", ""fl""]";2
2004-0572-USA;"[""2004-0572-USA""]";1;"[""fl""]";1
2004-0601-MEX;"[""2004-0601-MEX""]";1;"[""cw""]";1
2004-0556-CRI;"[""2004-0556-CRI""]";1;"[""fl"", ""ls""]";2
2004-0590-MYS;"[""2004-0590-MYS""]";1;"[""ew"", ""fl"", ""ls""]";3
2004-0591-UGA;"[""2004-0591-UGA""]";1;"[""fl""]";1
2004-0563-JPN;"[""2004-0563-JPN""]";1;"[""fl""]";1
2004-0562-IDN;"[""2004-0562-IDN""]";1;"[""eq"", ""ls""]";2
2004-0588-TTO;"[""2004-0588-TTO""]";1;"[""ls""]";1
2004-0567-DZA;"[""2004-0567-DZA""]";1;"[""fl""]";1
2004-0568-ITA;"[""2004-0568-ITA""]";1;"[""ew"", ""fl"", ""ls""]";3
2004-0580-PHL;"[""2004-0580-PHL""]";1;"[""ew"", ""ls""]";2
2004-0575-COL;"[""2004-0575-COL""]";1;"[""eq""]";1
2004-0676-VEN;"[""2004-0676-VEN""]";1;"[""fl"", ""ls""]";2
2004-0584-SVK;"[""2004-0584-SVK""]";1;"[""ew""]";1
2004-0599-CRI;"[""2004-0599-CRI""]";1;"[""eq"", ""ls""]";2
2004-0600-TUR;"[""2004-0600-TUR""]";1;"[""ew"", ""fl""]";2
2004-0582-DMA;"[""2004-0582-DMA""]";1;"[""eq""]";1
2004-0582-GLP;"[""2004-0582-GLP""]";1;"[""eq""]";1
2004-0615-PAN;"[""2004-0615-PAN""]";1;"[""fl""]";1
2004-0602-PHL;"[""2004-0602-PHL""]";1;"[""ew"", ""fl"", ""ls""]";3
2004-0580-VNM;"[""2004-0580-VNM""]";1;"[""ew"", ""fl"", ""ls""]";3
2004-0609-PHL;"[""2004-0580-PHL"", ""2004-0602-PHL"", ""2004-0609-PHL""]";3;"[""ew"", ""ls"", ""ew"", ""fl"", ""ls"", ""ew"", ""fl"", ""ls""]";8
2004-0618-PHL;"[""2004-0580-PHL"", ""2004-0602-PHL"", ""2004-0609-PHL"", ""2004-0618-PHL""]";4;"[""ew"", ""ls"", ""ew"", ""fl"", ""ls"", ""ew"", ""fl"", ""ls"", ""ew""]";9
2004-0620-DZA;"[""2004-0620-DZA""]";1;"[""eq""]";1
2004-9705-BRA;"[""2004-9705-BRA""]";1;"[""dr""]";1
2004-0619-CHN;"[""2004-0619-CHN""]";1;"[""ls""]";1
2004-0618-TWN;"[""2004-0618-TWN""]";1;"[""ew""]";1
2004-0669-DEU;"[""2004-0669-DEU""]";1;"[""eq""]";1
2004-0624-ARG;"[""2004-0624-ARG""]";1;"[""fl""]";1
2004-0662-AUS;"[""2004-0662-AUS""]";1;"[""fl""]";1
2004-0626-IRN;"[""2004-0626-IRN""]";1;"[""fl""]";1
2004-0635-THA;"[""2004-0635-THA""]";1;"[""fl""]";1
2004-0635-MYS;"[""2004-0635-MYS""]";1;"[""fl""]";1
2004-0652-LKA;"[""2004-0652-LKA""]";1;"[""fl""]";1
2004-0634-PHL;"[""2004-0634-PHL""]";1;"[""ls""]";1
2004-0661-AGO;"[""2004-0661-AGO""]";1;"[""fl""]";1
2004-0659-SOM;"[""2004-0659-SOM""]";1;"[""ts""]";1
2004-0659-TZA;"[""2004-0659-TZA""]";1;"[""ts""]";1
2004-0659-SYC;"[""2004-0659-SYC""]";1;"[""ts""]";1
2004-0659-KEN;"[""2004-0659-KEN""]";1;"[""ts"", ""ts""]";2
2004-0659-THA;"[""2004-0659-THA""]";1;"[""ts"", ""ts""]";2
2004-0659-MYS;"[""2004-0659-MYS""]";1;"[""ts"", ""ts""]";2
2004-0659-MDV;"[""2004-0659-MDV""]";1;"[""ts"", ""ts""]";2
2004-0659-MMR;"[""2004-0659-MMR""]";1;"[""ts""]";1
2004-0659-BGD;"[""2004-0659-BGD""]";1;"[""ts""]";1
2004-0659-IDN;"[""2004-0659-IDN""]";1;"[""ts"", ""ts""]";2
2004-0659-LKA;"[""2004-0652-LKA"", ""2004-0659-LKA""]";2;"[""fl"", ""ts""]";2
2004-0659-IND;"[""2004-0659-IND""]";1;"[""ts""]";1
2005-0045-MKD;"[""2005-0045-MKD""]";1;"[""ew"", ""cw""]";2
2005-0045-HUN;"[""2005-0045-HUN""]";1;"[""ew"", ""cw""]";2
2005-0045-ROU;"[""2005-0045-ROU""]";1;"[""ew"", ""cw""]";2
2005-0045-SCG;"[""2005-0045-SCG""]";1;"[""ew"", ""cw""]";2
2005-0044-AFG;"[""2005-0044-AFG""]";1;"[""ew"", ""cw""]";2
2005-0044-PAK;"[""2005-0044-PAK""]";1;"[""ew"", ""cw""]";2
2005-0045-BGR;"[""2005-0045-BGR""]";1;"[""ew"", ""cw""]";2
2005-9153-THA;"[""2004-0635-THA"", ""2005-9153-THA""]";2;"[""fl"", ""dr""]";2
2005-0003-BRA;"[""2005-0003-BRA""]";1;"[""ew""]";1
2005-0011-POL;"[""2005-0011-POL""]";1;"[""ew""]";1
2005-0011-IRL;"[""2005-0011-IRL""]";1;"[""ew""]";1
2005-0015-USA;"[""2005-0015-USA""]";1;"[""fl"", ""ls""]";2
2005-0011-SWE;"[""2005-0011-SWE""]";1;"[""ew""]";1
2005-0021-VEN;"[""2005-0021-VEN""]";1;"[""fl""]";1
2005-0011-NLD;"[""2005-0011-NLD""]";1;"[""ew""]";1
2005-0011-DEU;"[""2005-0011-DEU""]";1;"[""ew""]";1
2005-0011-LVA;"[""2005-0011-LVA""]";1;"[""ew""]";1
2005-0011-LTU;"[""2005-0011-LTU""]";1;"[""ew""]";1
2005-0069-LVA;"[""2005-0069-LVA""]";1;"[""ew""]";1
2005-0016-IRN;"[""2005-0016-IRN""]";1;"[""eq""]";1
2005-0025-RUS;"[""2005-0025-RUS""]";1;"[""ls""]";1
2005-0021-CRI;"[""2005-0021-CRI""]";1;"[""fl"", ""ls""]";2
2005-0021-PAN;"[""2005-0021-PAN""]";1;"[""fl"", ""ls""]";2
2005-0819-GBR;"[""2005-0819-GBR""]";1;"[""ew""]";1
2005-0011-NOR;"[""2005-0011-NOR""]";1;"[""ew""]";1
2005-0042-GUY;"[""2005-0042-GUY""]";1;"[""fl""]";1
2005-0068-AUS;"[""2005-0068-AUS""]";1;"[""ew""]";1
2005-0029-USA;"[""2005-0015-USA"", ""2005-0029-USA""]";2;"[""fl"", ""ls"", ""ew"", ""cw""]";4
2005-0048-MDG;"[""2005-0048-MDG""]";1;"[""ew""]";1
2005-0045-ALB;"[""2005-0045-ALB""]";1;"[""ew"", ""cw"", ""ls""]";3
2005-0031-IDN;"[""2005-0031-IDN""]";1;"[""eq""]";1
2005-0075-MOZ;"[""2005-0075-MOZ""]";1;"[""fl""]";1
2005-0070-TUR;"[""2005-0070-TUR""]";1;"[""eq""]";1
2005-0137-AGO;"[""2005-0137-AGO""]";1;"[""fl""]";1
2005-0054-BRA;"[""2005-0054-BRA""]";1;"[""fl"", ""ls""]";2
2005-0055-ARG;"[""2005-0055-ARG""]";1;"[""ew""]";1
2005-0045-POL;"[""2005-0045-POL""]";1;"[""ew"", ""cw""]";2
2005-0045-CZE;"[""2005-0045-CZE""]";1;"[""ew"", ""cw""]";2
2005-0045-HRV;"[""2005-0045-HRV""]";1;"[""ew"", ""cw""]";2
2005-0045-RUS;"[""2005-0045-RUS""]";1;"[""ew"", ""cw""]";2
2005-0078-DZA;"[""2005-0078-DZA""]";1;"[""ew""]";1
2005-0045-BIH;"[""2005-0045-BIH""]";1;"[""ew"", ""cw""]";2
2005-0057-BDI;"[""2005-0057-BDI""]";1;"[""fl""]";1
2005-0063-TJK;"[""2005-0063-TJK""]";1;"[""ls""]";1
2005-0065-NGA;"[""2005-0065-NGA""]";1;"[""fl""]";1
2005-0073-VEN;"[""2005-0073-VEN""]";1;"[""fl"", ""ls""]";2
2005-0143-COD;"[""2005-0143-COD""]";1;"[""ew"", ""fl""]";2
2005-0084-IRN;"[""2005-0084-IRN""]";1;"[""ew""]";1
2005-0090-IND;"[""2005-0090-IND""]";1;"[""ls""]";1
2005-0151-ASM;"[""2005-0151-ASM""]";1;"[""ew""]";1
2005-0151-WSM;"[""2005-0151-WSM""]";1;"[""ew""]";1
2005-0089-IDN;"[""2005-0089-IDN""]";1;"[""ls""]";1
2005-0092-IRN;"[""2005-0092-IRN""]";1;"[""eq""]";1
2005-0116-UZB;"[""2005-0116-UZB""]";1;"[""fl""]";1
2005-0116-KAZ;"[""2005-0116-KAZ""]";1;"[""fl""]";1
2005-0146-UKR;"[""2005-0146-UKR""]";1;"[""fl""]";1
2005-0102-TKL;"[""2005-0102-TKL""]";1;"[""ew""]";1
