;Records;No records;Hazards;No hazards
2015-0536-COD;"[""2015-0536-COD""]";1;"[""fl""]";1
2015-0542-ALB;"[""2015-0542-ALB""]";1;"[""fl""]";1
2015-0534-CHN;"[""2015-0534-CHN""]";1;"[""ew""]";1
2015-0531-USA;"[""2015-0531-USA""]";1;"[""ew"", ""fl""]";2
2015-0564-KEN;"[""2015-0564-KEN""]";1;"[""fl""]";1
2015-9617-VNM;"[""2015-9617-VNM""]";1;"[""dr""]";1
2015-0524-IDN;"[""2015-0524-IDN""]";1;"[""ls""]";1
2015-0525-GBR;"[""2015-0525-GBR""]";1;"[""ew"", ""fl""]";2
2015-0525-IRL;"[""2015-0525-IRL""]";1;"[""ew"", ""fl""]";2
2015-0528-TJK;"[""2015-0528-TJK""]";1;"[""eq""]";1
2015-0535-COD;"[""2015-0535-COD""]";1;"[""fl"", ""ls""]";2
2015-0543-PHL;"[""2015-0543-PHL""]";1;"[""ew"", ""fl"", ""ls""]";3
2015-0565-USA;"[""2015-0565-USA""]";1;"[""fl"", ""ew""]";2
2015-0551-ARG;"[""2015-0551-ARG""]";1;"[""fl""]";1
2015-0551-URY;"[""2015-0551-URY""]";1;"[""fl""]";1
2015-0551-BRA;"[""2015-0551-BRA""]";1;"[""fl""]";1
2015-0571-AFG;"[""2015-0571-AFG""]";1;"[""eq""]";1
2015-0571-PAK;"[""2015-0571-PAK""]";1;"[""eq""]";1
2015-0558-USA;"[""2015-0565-USA"", ""2015-0558-USA""]";2;"[""fl"", ""ew"", ""ew"", ""fl""]";4
2015-0561-GBR;"[""2015-0561-GBR""]";1;"[""fl""]";1
2016-0032-ECU;"[""2016-0032-ECU""]";1;"[""fl""]";1
2016-0149-RWA;"[""2016-0149-RWA""]";1;"[""fl"", ""ls""]";2
2016-0001-UKR;"[""2016-0001-UKR""]";1;"[""cw""]";1
2016-0036-ZAF;"[""2016-0036-ZAF""]";1;"[""hw""]";1
2016-0001-POL;"[""2016-0001-POL""]";1;"[""cw""]";1
2016-0004-TON;"[""2016-0004-TON""]";1;"[""ew""]";1
2016-0002-BGD;"[""2016-0002-BGD""]";1;"[""eq""]";1
2016-0002-IND;"[""2016-0002-IND""]";1;"[""eq""]";1
2016-0012-USA;"[""2016-0012-USA""]";1;"[""ew"", ""fl"", ""ls""]";3
2016-0248-MOZ;"[""2016-0248-MOZ""]";1;"[""fl""]";1
2016-0033-BRA;"[""2016-0033-BRA""]";1;"[""fl""]";1
2016-0019-IDN;"[""2016-0019-IDN""]";1;"[""eq""]";1
2016-0028-TZA;"[""2016-0028-TZA""]";1;"[""fl""]";1
2016-0023-THA;"[""2016-0023-THA""]";1;"[""cw""]";1
2016-0023-JPN;"[""2016-0023-JPN""]";1;"[""cw""]";1
2016-0023-KOR;"[""2016-0023-KOR""]";1;"[""cw""]";1
2016-0023-TWN;"[""2016-0023-TWN""]";1;"[""cw""]";1
2016-0023-CHN;"[""2016-0023-CHN""]";1;"[""cw""]";1
2016-0039-ECU;"[""2016-0032-ECU"", ""2016-0039-ECU""]";2;"[""fl"", ""fl"", ""ls""]";3
2016-0038-CHN;"[""2016-0038-CHN""]";1;"[""fl""]";1
2016-9291-SWZ;"[""2016-9291-SWZ""]";1;"[""dr""]";1
2016-0579-PNG;"[""2016-0579-PNG""]";1;"[""fl""]";1
2016-0532-MEX;"[""2016-0532-MEX""]";1;"[""fl""]";1
2016-0049-IND;"[""2016-0049-IND""]";1;"[""ls""]";1
2016-0040-IDN;"[""2016-0040-IDN""]";1;"[""fl"", ""ls""]";2
2016-0060-TZA;"[""2016-0060-TZA""]";1;"[""fl""]";1
2016-0057-IDN;"[""2016-0057-IDN""]";1;"[""fl""]";1
2016-0057-MYS;"[""2016-0057-MYS""]";1;"[""fl""]";1
2016-0041-TON;"[""2016-0041-TON""]";1;"[""ew""]";1
2016-0054-PER;"[""2016-0054-PER""]";1;"[""fl"", ""ls""]";2
2016-0246-BOL;"[""2016-0246-BOL""]";1;"[""fl"", ""ls""]";2
2016-0056-AGO;"[""2016-0056-AGO""]";1;"[""fl""]";1
2016-0247-AGO;"[""2016-0247-AGO""]";1;"[""fl""]";1
2016-0088-AGO;"[""2016-0247-AGO"", ""2016-0088-AGO""]";2;"[""fl"", ""fl""]";2
2016-0085-USA;"[""2016-0085-USA""]";1;"[""ew"", ""fl""]";2
2016-0076-SRB;"[""2016-0076-SRB""]";1;"[""fl""]";1
2016-0092-IDN;"[""2016-0057-IDN"", ""2016-0092-IDN""]";2;"[""fl"", ""fl"", ""ls""]";3
2016-0094-IDN;"[""2016-0094-IDN""]";1;"[""fl"", ""ls""]";2
2016-0552-USA;"[""2016-0085-USA"", ""2016-0552-USA""]";2;"[""ew"", ""fl"", ""fl""]";3
2016-0553-PAK;"[""2016-0553-PAK""]";1;"[""fl"", ""ls""]";2
2016-0077-BRA;"[""2016-0077-BRA""]";1;"[""fl"", ""ls""]";2
2016-0089-KEN;"[""2016-0089-KEN""]";1;"[""fl""]";1
2016-0096-NZL;"[""2016-0096-NZL""]";1;"[""fl""]";1
2016-0537-PHL;"[""2016-0537-PHL""]";1;"[""eq""]";1
2016-9119-TLS;"[""2016-9119-TLS""]";1;"[""dr""]";1
2016-0133-IND;"[""2016-0133-IND""]";1;"[""hw""]";1
2016-0112-PAK;"[""2016-0553-PAK"", ""2016-0112-PAK""]";2;"[""fl"", ""ls"", ""fl"", ""ls""]";4
2016-0101-ETH;"[""2016-0101-ETH""]";1;"[""fl"", ""ls""]";2
2016-0112-AFG;"[""2016-0112-AFG""]";1;"[""fl"", ""ls""]";2
2016-0141-FJI;"[""2016-0141-FJI""]";1;"[""ew"", ""fl""]";2
2016-0127-ARG;"[""2016-0127-ARG""]";1;"[""fl""]";1
2016-0129-SOM;"[""2016-0129-SOM""]";1;"[""fl""]";1
2016-0129-MWI;"[""2016-0129-MWI""]";1;"[""fl""]";1
2016-0141-TON;"[""2016-0141-TON""]";1;"[""ew""]";1
2016-0120-OMN;"[""2016-0120-OMN""]";1;"[""fl""]";1
2016-0105-SAU;"[""2016-0120-SAU"", ""2016-0105-SAU""]";2;"[""fl"", ""fl""]";2
2016-0120-SAU;"[""2016-0105-SAU"", ""2016-0120-SAU""]";2;"[""fl"", ""fl""]";2
2016-0100-PAK;"[""2016-0553-PAK"", ""2016-0112-PAK"", ""2016-0100-PAK""]";3;"[""fl"", ""ls"", ""fl"", ""ls"", ""eq""]";5
2016-0130-UGA;"[""2016-0130-UGA""]";1;"[""fl""]";1
2016-0120-YEM;"[""2016-0120-YEM""]";1;"[""fl""]";1
2016-0107-JPN;"[""2016-0107-JPN""]";1;"[""eq""]";1
2016-0118-CHL;"[""2016-0118-CHL""]";1;"[""fl""]";1
2016-0131-AGO;"[""2016-0131-AGO""]";1;"[""fl""]";1
2016-0135-AFG;"[""2016-0112-AFG"", ""2016-0135-AFG""]";2;"[""fl"", ""ls"", ""fl""]";3
2016-0117-ECU;"[""2016-0117-ECU""]";1;"[""eq"", ""ls""]";2
2016-0124-USA;"[""2016-0124-USA""]";1;"[""fl"", ""ew""]";2
2016-0121-JPN;"[""2016-0107-JPN"", ""2016-0121-JPN""]";2;"[""eq"", ""eq""]";2
2016-0128-RUS;"[""2016-0128-RUS""]";1;"[""fl""]";1
2016-0137-CHN;"[""2016-0137-CHN""]";1;"[""fl"", ""ls"", ""ew""]";3
2016-0139-IND;"[""2016-0139-IND""]";1;"[""fl"", ""ls""]";2
2016-0244-TZA;"[""2016-0244-TZA""]";1;"[""fl""]";1
2016-0126-HTI;"[""2016-0126-HTI""]";1;"[""fl"", ""ls""]";2
2016-0550-USA;"[""2016-0124-USA"", ""2016-0550-USA""]";2;"[""fl"", ""ew"", ""ew""]";3
2016-0189-MMR;"[""2016-0189-MMR""]";1;"[""ew""]";1
2016-0170-USA;"[""2016-0124-USA"", ""2016-0550-USA"", ""2016-0170-USA""]";3;"[""fl"", ""ew"", ""ew"", ""fl""]";4
2016-0162-CHN;"[""2016-0137-CHN"", ""2016-0162-CHN""]";2;"[""fl"", ""ls"", ""ew"", ""ls"", ""fl""]";5
2016-0164-RWA;"[""2016-0164-RWA""]";1;"[""ls""]";1
2016-0184-HTI;"[""2016-0184-HTI""]";1;"[""fl""]";1
2016-0184-DOM;"[""2016-0184-DOM""]";1;"[""fl""]";1
2016-0191-TJK;"[""2016-0191-TJK""]";1;"[""fl"", ""ls""]";2
2016-0191-AFG;"[""2016-0191-AFG""]";1;"[""fl"", ""ls""]";2
2016-0186-ETH;"[""2016-0186-ETH""]";1;"[""fl"", ""ls""]";2
2016-0148-UGA;"[""2016-0148-UGA""]";1;"[""ls""]";1
2016-0153-LKA;"[""2016-0153-LKA""]";1;"[""fl"", ""ls""]";2
2016-0156-IDN;"[""2016-0156-IDN""]";1;"[""ls""]";1
2016-0536-CHN;"[""2016-0137-CHN"", ""2016-0162-CHN"", ""2016-0536-CHN""]";3;"[""fl"", ""ls"", ""ew"", ""ls"", ""fl"", ""eq""]";6
2016-0194-CHN;"[""2016-0137-CHN"", ""2016-0162-CHN"", ""2016-0194-CHN""]";3;"[""fl"", ""ls"", ""ew"", ""ls"", ""fl"", ""fl""]";6
2016-0151-ECU;"[""2016-0151-ECU""]";1;"[""eq""]";1
2016-0181-USA;"[""2016-0124-USA"", ""2016-0550-USA"", ""2016-0170-USA"", ""2016-0181-USA""]";4;"[""fl"", ""ew"", ""ew"", ""fl"", ""ew"", ""fl""]";6
2016-0198-CHN;"[""2016-0137-CHN"", ""2016-0162-CHN"", ""2016-0536-CHN"", ""2016-0194-CHN"", ""2016-0198-CHN""]";5;"[""fl"", ""ls"", ""ew"", ""ls"", ""fl"", ""eq"", ""fl"", ""fl""]";8
2016-0175-BGD;"[""2016-0175-BGD""]";1;"[""ew"", ""fl"", ""ls""]";3
2016-0196-YEM;"[""2016-0196-YEM""]";1;"[""ls""]";1
2016-0195-IND;"[""2016-0195-IND""]";1;"[""ls""]";1
2016-0224-MMR;"[""2016-0224-MMR""]";1;"[""ls""]";1
2016-0185-HTI;"[""2016-0185-HTI""]";1;"[""fl"", ""ls""]";2
2016-0183-USA;"[""2016-0124-USA"", ""2016-0550-USA"", ""2016-0170-USA"", ""2016-0181-USA"", ""2016-0183-USA""]";5;"[""fl"", ""ew"", ""ew"", ""fl"", ""ew"", ""fl"", ""fl"", ""ew""]";8
2016-0179-DEU;"[""2016-0179-DEU""]";1;"[""fl""]";1
2016-0274-SDN;"[""2016-0274-SDN""]";1;"[""fl""]";1
2016-0229-PAK;"[""2016-0229-PAK""]";1;"[""ew""]";1
2016-0179-AUT;"[""2016-0179-AUT""]";1;"[""fl""]";1
2016-0232-MMR;"[""2016-0224-MMR"", ""2016-0232-MMR""]";2;"[""ls"", ""fl""]";2
2016-0269-NER;"[""2016-0269-NER""]";1;"[""fl""]";1
2016-0179-BEL;"[""2016-0179-BEL""]";1;"[""fl""]";1
2016-0179-ROU;"[""2016-0179-ROU""]";1;"[""fl""]";1
2016-0227-RUS;"[""2016-0227-RUS""]";1;"[""fl"", ""ls"", ""ew""]";3
2016-0201-AUS;"[""2016-0201-AUS""]";1;"[""ew"", ""fl""]";2
2016-0233-CHN;"[""2016-0137-CHN"", ""2016-0162-CHN"", ""2016-0194-CHN"", ""2016-0536-CHN"", ""2016-0198-CHN"", ""2016-0233-CHN""]";6;"[""fl"", ""ls"", ""ew"", ""ls"", ""fl"", ""fl"", ""eq"", ""fl"", ""fl""]";9
2016-0212-GHA;"[""2016-0212-GHA""]";1;"[""fl""]";1
2016-0234-IND;"[""2016-0234-IND""]";1;"[""ew""]";1
2016-0243-CAN;"[""2016-0243-CAN""]";1;"[""fl""]";1
2016-0235-CHN;"[""2016-0235-CHN""]";1;"[""ew""]";1
2016-0216-IDN;"[""2016-0216-IDN""]";1;"[""ls"", ""fl""]";2
2016-0236-CHN;"[""2016-0137-CHN"", ""2016-0162-CHN"", ""2016-0194-CHN"", ""2016-0536-CHN"", ""2016-0198-CHN"", ""2016-0233-CHN"", ""2016-0236-CHN""]";7;"[""fl"", ""ls"", ""ew"", ""ls"", ""fl"", ""fl"", ""eq"", ""fl"", ""fl"", ""fl""]";10
2016-0221-JPN;"[""2016-0221-JPN""]";1;"[""fl"", ""ls""]";2
2016-0219-NER;"[""2016-0219-NER""]";1;"[""fl""]";1
2016-0237-IND;"[""2016-0234-IND"", ""2016-0237-IND""]";2;"[""ew"", ""ew""]";2
2016-0287-BFA;"[""2016-0287-BFA""]";1;"[""fl""]";1
2016-0203-USA;"[""2016-0203-USA""]";1;"[""ew"", ""fl"", ""ls""]";3
2016-0211-BEL;"[""2016-0211-BEL""]";1;"[""ew"", ""fl""]";2
2016-0238-CHN;"[""2016-0137-CHN"", ""2016-0162-CHN"", ""2016-0194-CHN"", ""2016-0536-CHN"", ""2016-0198-CHN"", ""2016-0233-CHN"", ""2016-0236-CHN"", ""2016-0238-CHN""]";8;"[""fl"", ""ls"", ""ew"", ""ls"", ""fl"", ""fl"", ""eq"", ""fl"", ""fl"", ""fl"", ""fl""]";11
2016-0482-ARM;"[""2016-0482-ARM""]";1;"[""ls""]";1
2016-0209-CHN;"[""2016-0235-CHN"", ""2016-0209-CHN""]";2;"[""ew"", ""ew""]";2
2016-0239-IND;"[""2016-0239-IND""]";1;"[""fl""]";1
2016-0241-CHN;"[""2016-0137-CHN"", ""2016-0162-CHN"", ""2016-0194-CHN"", ""2016-0536-CHN"", ""2016-0198-CHN"", ""2016-0233-CHN"", ""2016-0236-CHN"", ""2016-0238-CHN"", ""2016-0241-CHN""]";9;"[""fl"", ""ls"", ""ew"", ""ls"", ""fl"", ""fl"", ""eq"", ""fl"", ""fl"", ""fl"", ""fl"", ""fl"", ""ls""]";13
2016-0301-LBR;"[""2016-0301-LBR""]";1;"[""fl""]";1
2016-0275-NPL;"[""2016-0275-NPL""]";1;"[""fl""]";1
2016-0327-SSD;"[""2016-0327-SSD""]";1;"[""fl""]";1
2016-0449-SEN;"[""2016-0449-SEN""]";1;"[""fl""]";1
2016-0251-TJK;"[""2016-0251-TJK""]";1;"[""eq""]";1
2016-9249-PRY;"[""2016-9249-PRY""]";1;"[""dr""]";1
2016-0369-MMR;"[""2016-0224-MMR"", ""2016-0232-MMR"", ""2016-0369-MMR""]";3;"[""ls"", ""fl"", ""fl""]";3
2016-0250-CHN;"[""2016-0137-CHN"", ""2016-0162-CHN"", ""2016-0194-CHN"", ""2016-0536-CHN"", ""2016-0198-CHN"", ""2016-0233-CHN"", ""2016-0236-CHN"", ""2016-0238-CHN"", ""2016-0241-CHN"", ""2016-0250-CHN""]";10;"[""fl"", ""ls"", ""ew"", ""ls"", ""fl"", ""fl"", ""eq"", ""fl"", ""fl"", ""fl"", ""fl"", ""fl"", ""ls"", ""ls""]";14
2016-0240-PAK;"[""2016-0240-PAK""]";1;"[""fl""]";1
2016-0255-CHN;"[""2016-0235-CHN"", ""2016-0209-CHN"", ""2016-0255-CHN""]";3;"[""ew"", ""ew"", ""ls""]";3
2016-0256-PHL;"[""2016-0256-PHL""]";1;"[""ew""]";1
2016-0256-CHN;"[""2016-0137-CHN"", ""2016-0162-CHN"", ""2016-0194-CHN"", ""2016-0536-CHN"", ""2016-0198-CHN"", ""2016-0233-CHN"", ""2016-0236-CHN"", ""2016-0256-CHN""]";8;"[""fl"", ""ls"", ""ew"", ""ls"", ""fl"", ""fl"", ""eq"", ""fl"", ""fl"", ""fl"", ""ew"", ""fl""]";12
2016-0276-IND;"[""2016-0234-IND"", ""2016-0237-IND"", ""2016-0276-IND""]";3;"[""ew"", ""ew"", ""fl""]";3
2016-0256-TWN;"[""2016-0256-TWN""]";1;"[""ew""]";1
2016-0306-IDN;"[""2016-0306-IDN""]";1;"[""fl""]";1
2016-0272-MLI;"[""2016-0272-MLI""]";1;"[""fl""]";1
2016-0271-IND;"[""2016-0234-IND"", ""2016-0237-IND"", ""2016-0271-IND""]";3;"[""ew"", ""ew"", ""fl""]";3
2016-0554-IND;"[""2016-0239-IND"", ""2016-0554-IND""]";2;"[""fl"", ""fl""]";2
2016-0307-MYS;"[""2016-0307-MYS""]";1;"[""fl""]";1
2016-0257-CHN;"[""2016-0257-CHN""]";1;"[""fl""]";1
2016-0288-BGD;"[""2016-0288-BGD""]";1;"[""fl""]";1
2016-0309-AFG;"[""2016-0309-AFG""]";1;"[""fl""]";1
2016-0531-PRK;"[""2016-0531-PRK""]";1;"[""fl""]";1
2016-0305-ZAF;"[""2016-0305-ZAF""]";1;"[""fl""]";1
2016-0267-NPL;"[""2016-0267-NPL""]";1;"[""fl"", ""ls""]";2
2016-0268-VNM;"[""2016-0268-VNM""]";1;"[""ew""]";1
2016-0267-IND;"[""2016-0239-IND"", ""2016-0554-IND"", ""2016-0267-IND""]";3;"[""fl"", ""fl"", ""fl""]";3
2016-0371-PHL;"[""2016-0371-PHL""]";1;"[""ew"", ""ls""]";2
2016-0304-IND;"[""2016-0304-IND""]";1;"[""fl""]";1
2016-0458-IDN;"[""2016-0458-IDN""]";1;"[""eq""]";1
2016-0371-VNM;"[""2016-0371-VNM""]";1;"[""ew"", ""fl""]";2
2016-0371-CHN;"[""2016-0371-CHN""]";1;"[""ew""]";1
2016-0284-BLZ;"[""2016-0284-BLZ""]";1;"[""ew""]";1
2016-0373-CHN;"[""2016-0137-CHN"", ""2016-0162-CHN"", ""2016-0194-CHN"", ""2016-0536-CHN"", ""2016-0198-CHN"", ""2016-0233-CHN"", ""2016-0236-CHN"", ""2016-0256-CHN"", ""2016-0257-CHN"", ""2016-0373-CHN""]";10;"[""fl"", ""ls"", ""ew"", ""ls"", ""fl"", ""fl"", ""eq"", ""fl"", ""fl"", ""fl"", ""ew"", ""fl"", ""fl"", ""ew""]";14
2016-0376-CHN;"[""2016-0137-CHN"", ""2016-0162-CHN"", ""2016-0194-CHN"", ""2016-0536-CHN"", ""2016-0198-CHN"", ""2016-0233-CHN"", ""2016-0236-CHN"", ""2016-0256-CHN"", ""2016-0257-CHN"", ""2016-0373-CHN"", ""2016-0376-CHN""]";11;"[""fl"", ""ls"", ""ew"", ""ls"", ""fl"", ""fl"", ""eq"", ""fl"", ""fl"", ""fl"", ""ew"", ""fl"", ""fl"", ""ew"", ""fl""]";15
2016-0375-PAK;"[""2016-0375-PAK""]";1;"[""fl"", ""ls""]";2
2016-0282-MKD;"[""2016-0282-MKD""]";1;"[""fl"", ""ls"", ""ew""]";3
2016-0284-MEX;"[""2016-0284-MEX""]";1;"[""ew"", ""ls"", ""fl""]";3
2016-0554-PAK;"[""2016-0375-PAK"", ""2016-0554-PAK""]";2;"[""fl"", ""ls"", ""fl"", ""ls""]";4
2016-0538-JPN;"[""2016-0538-JPN""]";1;"[""hw""]";1
2016-0284-HND;"[""2016-0284-HND""]";1;"[""ew""]";1
2016-0284-GTM;"[""2016-0284-GTM""]";1;"[""ew""]";1
2016-0377-PHL;"[""2016-0377-PHL""]";1;"[""fl""]";1
2016-0292-USA;"[""2016-0292-USA""]";1;"[""fl""]";1
2016-0316-LAO;"[""2016-0316-LAO""]";1;"[""fl""]";1
2016-0573-VNM;"[""2016-0573-VNM""]";1;"[""fl"", ""ls""]";2
2016-0298-PER;"[""2016-0298-PER""]";1;"[""eq""]";1
2016-0336-NGA;"[""2016-0336-NGA""]";1;"[""ew"", ""fl"", ""ls""]";3
2016-0378-THA;"[""2016-0378-THA""]";1;"[""fl""]";1
2016-0445-PHL;"[""2016-0445-PHL""]";1;"[""fl""]";1
2016-0379-CHN;"[""2016-0371-CHN"", ""2016-0379-CHN""]";2;"[""ew"", ""ew""]";2
2016-0379-VNM;"[""2016-0379-VNM""]";1;"[""ew"", ""fl"", ""ls""]";3
2016-0382-JPN;"[""2016-0382-JPN""]";1;"[""ew"", ""ls""]";2
2016-0313-ITA;"[""2016-0313-ITA""]";1;"[""eq""]";1
2016-0383-MMR;"[""2016-0383-MMR""]";1;"[""eq""]";1
2016-0387-PAK;"[""2016-0375-PAK"", ""2016-0554-PAK"", ""2016-0387-PAK""]";3;"[""fl"", ""ls"", ""fl"", ""ls"", ""fl""]";5
2016-0321-PRK;"[""2016-0321-PRK""]";1;"[""fl""]";1
2016-0544-IRN;"[""2016-0544-IRN""]";1;"[""ew"", ""fl""]";2
2016-0337-NGA;"[""2016-0337-NGA""]";1;"[""fl""]";1
2016-0325-MEX;"[""2016-0325-MEX""]";1;"[""fl"", ""ls""]";2
2016-0324-JPN;"[""2016-0324-JPN""]";1;"[""ew"", ""fl""]";2
2016-0334-GRC;"[""2016-0334-GRC""]";1;"[""fl""]";1
2016-0318-GTM;"[""2016-0318-GTM""]";1;"[""ls""]";1
2016-0319-MEX;"[""2016-0319-MEX""]";1;"[""ew"", ""fl""]";2
2016-0428-AUS;"[""2016-0428-AUS""]";1;"[""fl""]";1
2016-0329-UGA;"[""2016-0329-UGA""]";1;"[""eq""]";1
2016-0329-TZA;"[""2016-0329-TZA""]";1;"[""eq""]";1
2016-0335-MKD;"[""2016-0335-MKD""]";1;"[""eq""]";1
2016-0341-KOR;"[""2016-0341-KOR""]";1;"[""eq""]";1
2016-0332-MEX;"[""2016-0325-MEX"", ""2016-0332-MEX""]";2;"[""fl"", ""ls"", ""fl""]";3
2016-0342-TWN;"[""2016-0342-TWN""]";1;"[""ew"", ""fl""]";2
2016-0342-CHN;"[""2016-0342-CHN""]";1;"[""ew"", ""fl""]";2
2016-0342-PHL;"[""2016-0342-PHL""]";1;"[""ew""]";1
2016-0389-CHN;"[""2016-0389-CHN""]";1;"[""fl""]";1
2016-0331-USA;"[""2016-0331-USA""]";1;"[""fl"", ""ls""]";2
2016-0390-JPN;"[""2016-0390-JPN""]";1;"[""ew"", ""fl""]";2
2016-0345-IDN;"[""2016-0345-IDN""]";1;"[""fl"", ""ls""]";2
2016-0391-IND;"[""2016-0391-IND""]";1;"[""fl""]";1
2016-0350-TWN;"[""2016-0350-TWN""]";1;"[""ew"", ""ls""]";2
2016-0355-JAM;"[""2016-0355-JAM""]";1;"[""ew""]";1
2016-0350-CHN;"[""2016-0342-CHN"", ""2016-0350-CHN""]";2;"[""ew"", ""fl"", ""ew"", ""ls""]";4
2016-0355-BHS;"[""2016-0355-BHS""]";1;"[""ew"", ""fl""]";2
2016-0355-CUB;"[""2016-0355-CUB""]";1;"[""ew""]";1
2016-0355-VCT;"[""2016-0355-VCT""]";1;"[""ew""]";1
2016-0355-HTI;"[""2016-0355-HTI""]";1;"[""ew""]";1
2016-0355-LCA;"[""2016-0355-LCA""]";1;"[""ew"", ""fl""]";2
2016-0490-PHL;"[""2016-0490-PHL""]";1;"[""ew"", ""fl""]";2
2016-0352-CIV;"[""2016-0352-CIV""]";1;"[""fl""]";1
2016-0333-MEX;"[""2016-0333-MEX""]";1;"[""fl""]";1
2016-0529-MOZ;"[""2016-0529-MOZ""]";1;"[""fl"", ""ls""]";2
2016-9529-LKA;"[""2016-9529-LKA""]";1;"[""dr""]";1
2016-0355-DOM;"[""2016-0355-DOM""]";1;"[""ew""]";1
2016-0361-JPN;"[""2016-0361-JPN""]";1;"[""ew""]";1
2016-0361-KOR;"[""2016-0361-KOR""]";1;"[""ew"", ""fl"", ""ls""]";3
2016-0360-THA;"[""2016-0360-THA""]";1;"[""fl""]";1
2016-0355-USA;"[""2016-0355-USA""]";1;"[""ew"", ""fl""]";2
2016-0426-ROU;"[""2016-0426-ROU""]";1;"[""fl""]";1
2016-0400-VNM;"[""2016-0400-VNM""]";1;"[""fl""]";1
2016-0427-UKR;"[""2016-0427-UKR""]";1;"[""fl"", ""ew""]";2
2016-0362-VNM;"[""2016-0362-VNM""]";1;"[""ew"", ""fl""]";2
2016-0363-PHL;"[""2016-0363-PHL""]";1;"[""ew""]";1
2016-0363-CHN;"[""2016-0363-CHN""]";1;"[""ew""]";1
2016-0533-COL;"[""2016-0533-COL""]";1;"[""fl""]";1
2016-0356-HND;"[""2016-0356-HND""]";1;"[""fl"", ""ls""]";2
2016-0364-PHL;"[""2016-0364-PHL""]";1;"[""ew""]";1
2016-0364-CHN;"[""2016-0363-CHN"", ""2016-0364-CHN""]";2;"[""ew"", ""ew""]";2
2016-0492-JPN;"[""2016-0492-JPN""]";1;"[""eq""]";1
2016-0425-IDN;"[""2016-0425-IDN""]";1;"[""fl"", ""ls""]";2
2016-0357-ITA;"[""2016-0357-ITA""]";1;"[""eq""]";1
2016-0359-EGY;"[""2016-0359-EGY""]";1;"[""ew"", ""fl""]";2
2016-0358-ITA;"[""2016-0358-ITA""]";1;"[""eq""]";1
2016-0517-VNM;"[""2016-0517-VNM""]";1;"[""fl""]";1
2016-0418-HTI;"[""2016-0418-HTI""]";1;"[""fl"", ""ls""]";2
2016-0493-USA;"[""2016-0493-USA""]";1;"[""eq""]";1
2016-0446-SRB;"[""2016-0446-SRB""]";1;"[""fl""]";1
2016-0423-DOM;"[""2016-0423-DOM""]";1;"[""fl"", ""ls""]";2
2016-0420-ALB;"[""2016-0420-ALB""]";1;"[""fl""]";1
2016-0451-COD;"[""2016-0451-COD""]";1;"[""fl"", ""ew""]";2
2016-0478-ZAF;"[""2016-0478-ZAF""]";1;"[""fl""]";1
2016-0479-IDN;"[""2016-0479-IDN""]";1;"[""fl""]";1
2016-0395-NZL;"[""2016-0395-NZL""]";1;"[""ts"", ""ts"", ""ls""]";3
2016-0433-NIC;"[""2016-0433-NIC""]";1;"[""ew""]";1
2016-0433-PAN;"[""2016-0433-PAN""]";1;"[""ew"", ""fl"", ""ls""]";3
2016-0453-ITA;"[""2016-0453-ITA""]";1;"[""fl""]";1
2016-0433-CRI;"[""2016-0433-CRI""]";1;"[""ew"", ""fl""]";2
2016-0456-PHL;"[""2016-0456-PHL""]";1;"[""ew"", ""ls""]";2
2016-0480-CHN;"[""2016-0480-CHN""]";1;"[""eq""]";1
2016-0522-COL;"[""2016-0522-COL""]";1;"[""fl"", ""ls""]";2
2016-0522-BOL;"[""2016-0522-BOL""]";1;"[""fl"", ""ls""]";2
2016-0522-VEN;"[""2016-0522-VEN""]";1;"[""fl""]";1
2016-0489-MYS;"[""2016-0489-MYS""]";1;"[""fl""]";1
2016-0481-SAU;"[""2016-0481-SAU""]";1;"[""ew"", ""fl""]";2
2016-0494-VCT;"[""2016-0494-VCT""]";1;"[""fl"", ""ls""]";2
2016-0525-IDN;"[""2016-0525-IDN""]";1;"[""fl"", ""ls""]";2
2016-0464-PER;"[""2016-0464-PER""]";1;"[""eq""]";1
2016-0472-THA;"[""2016-0472-THA""]";1;"[""fl""]";1
2016-0475-IDN;"[""2016-0525-IDN"", ""2016-0475-IDN""]";2;"[""fl"", ""ls"", ""eq""]";3
2016-0483-SLB;"[""2016-0483-SLB""]";1;"[""eq"", ""ts""]";2
2016-0526-CHN;"[""2016-0480-CHN"", ""2016-0526-CHN""]";2;"[""eq"", ""eq""]";2
2016-0523-ZWE;"[""2016-0523-ZWE""]";1;"[""ew"", ""fl""]";2
2016-0497-VNM;"[""2016-0497-VNM""]";1;"[""fl""]";1
2016-0485-IND;"[""2016-0485-IND""]";1;"[""ew"", ""fl""]";2
2016-0521-USA;"[""2016-0521-USA""]";1;"[""ew"", ""cw""]";2
2016-0496-ESP;"[""2016-0496-ESP""]";1;"[""fl""]";1
2016-0527-IDN;"[""2016-0527-IDN""]";1;"[""fl"", ""ls""]";2
2016-0503-PHL;"[""2016-0503-PHL""]";1;"[""ew""]";1
2016-0516-MYS;"[""2016-0489-MYS"", ""2016-0516-MYS""]";2;"[""fl"", ""fl""]";2
2016-0507-COD;"[""2016-0507-COD""]";1;"[""fl""]";1
2017-0094-CAF;"[""2017-0094-CAF""]";1;"[""ew""]";1
2017-9273-PRK;"[""2017-9273-PRK""]";1;"[""dr""]";1
2017-0006-THA;"[""2017-0006-THA""]";1;"[""fl""]";1
